"CODIGO","ANO_LETIVO","PERIODO","INSCRITOS","COM_FREQUENCIA","APROVADOS","DEPARTAMENTO"
"EQ506","1996/1997","1S",27,26,26,"DEQ"
"EQ511","1996/1997","2S",99,84,84,"DEQ"
"EQ512","1996/1997","2S",20,18,18,"DEQ"
"EIC3200","1996/1997","2S",33,32,32,""
"EQ502","1996/1997","A",91,90,90,"DEQ"
"EQ501","1996/1997","A",88,85,82,"DEQ"
"EQ222","1996/1997","1S",110,88,69,"DEQ"
"EC518","1996/1997","1S",51,48,45,"DEC"
"EC632","1996/1997","2S",7,7,7,"DEC"
"EC564","1996/1997","2S",49,43,43,"DEC"
"EC614","1996/1997","1S",4,4,4,"DEC"
"EC612","1996/1997","1S",5,4,4,"DEC"
"EC616","1996/1997","2S",6,5,5,"DEC"
"EEC3102","1997/1998","1S",274,237,155,"DEEC"
"EEC3103","1997/1998","1S",252,135,96,"DEEC"
"EEC3241","1997/1998","2S",60,48,42,"DEEC"
"EQ440","1996/1997","1S",7,7,7,"DEQ"
"EQ415","1996/1997","1S",7,7,7,"DEQ"
"EQ414","1996/1997","1S",5,5,5,"DEQ"
"GEI102","1996/1997","A",36,30,30,"DEMEGI"
"GEI102","1997/1998","A",38,34,28,"DEMEGI"
"EEC534","1996/1997","2S",5,5,5,"DEEC"
"EEC442","1996/1997","1S",79,55,43,"DEEC"
"EEC445","1997/1998","1S",50,37,35,"DEEC"
"GEI106","1997/1998","1S",52,47,37,"DEMEGI"
"GEI113","1997/1998","2S",52,39,26,"DEMEGI"
"GEI111","1996/1997","2S",41,30,28,"DEMEGI"
"EEC1104","1997/1998","1S",223,141,92,"DEEC"
"EEC3243","1997/1998","2S",88,70,61,"DEEC"
"EQ309","1996/1997","1S",48,46,41,"DEQ"
"PRODEI016","2007/2008","2S",,,,""
"EEC0060","2008/2009","2S",,,,""
"EEC507","1996/1997","2S",204,178,175,"DEEC"
"EEC501","1996/1997","1S",69,56,56,"DEEC"
"EQ507","1996/1997","1S",17,16,16,"DEQ"
"EQ201","1996/1997","1S",117,78,42,"DEQ"
"EQ108","1996/1997","2S",99,87,45,"DEQ"
"EQ514","1996/1997","2S",29,26,26,"DEQ"
"EM405","1996/1997","2S",127,97,87,"DEMEGI"
"EM407","1996/1997","2S",146,117,104,"DEMEGI"
"EC590","1996/1997","2S",65,61,57,"DEC"
"EC578","1996/1997","1S",75,71,67,"DEC"
"EC613","1996/1997","1S",3,3,3,"DEC"
"EEC3243","1999/2000","2S",46,38,34,"DEEC"
"EQ509","1996/1997","1S",3,3,3,"DEQ"
"EIC3205","1996/1997","2S",36,33,33,""
"EIC3100","1996/1997","1S",35,32,31,""
"EQ500","1996/1997","A",99,92,91,"DEQ"
"EEC205","1997/1998","1S",250,206,151,"DEEC"
"GEI104","1996/1997","1S",29,27,26,"DEMEGI"
"GEI104","1997/1998","1S",31,30,30,"DEMEGI"
"GEI201","1997/1998","A",30,29,26,"DEMEGI"
"EC615","1996/1997","1S",4,4,4,"DEC"
"EC619","1996/1997","2S",5,5,5,"DEC"
"EC545","1996/1997","1S",17,16,16,"DEC"
"EC603","1996/1997","2S",18,17,17,"DEC"
"EC586","1996/1997","1S",20,20,20,"DEC"
"EEC3245","1997/1998","2S",76,53,49,"DEEC"
"EEC507","1997/1998","2S",215,189,188,"DEEC"
"EEC0063","2008/2009","2S",,,,""
"EEC0064","2008/2009","2S",,,,""
"PRODEI018","2007/2008","2S",,,,""
"EIC3102","1996/1997","1S",30,28,26,""
"EEC204","1996/1997","1S",469,358,297,"DEEC"
"EEC210","1996/1997","2S",452,287,209,"DEEC"
"EEC455","1996/1997","2S",69,62,62,"DEEC"
"GEI113","1996/1997","2S",46,26,23,"DEMEGI"
"EEC1201","1997/1998","2S",425,254,171,"DEEC"
"EEC1202","1997/1998","2S",288,176,73,"DF"
"EEC1203","1997/1998","2S",443,301,227,"DF"
"EM510","1996/1997","2S",30,21,17,"DEMEGI"
"CI037","2003/2004","2S",17,11,11,""
"EEC302","1996/1997","1S",270,170,108,"DEEC"
"EEC309","1996/1997","2S",324,324,118,"DEEC"
"EEC311","1996/1997","2S",204,138,86,"DEEC"
"EQ101","1996/1997","1S",80,74,58,"DEQ"
"EEC1204","1997/1998","12",256,200,170,"DEEC"
"EQ109","1996/1997","2S",100,81,58,"DEQ"
"EC559","1996/1997","1S",69,62,61,"DEC"
"EC568","1996/1997","2S",,,,"DEC"
"EIC0057","2007/2008","1S",,,,""
"EC0113","2007/2008","2S",,,,""
"EC0114","2007/2008","2S",,,,""
"PRODEI020","2007/2008","2S",,,,""
"EQ102","1996/1997","1S",86,72,53,"DEQ"
"EQ103","1996/1997","1S",75,67,45,"DEQ"
"EQ301","1996/1997","1S",101,89,63,"DEQ"
"EIC2103","1999/2000","1S",82,76,68,""
"EEC506","1997/1998","1S",5,1,1,"DEEC"
"EEC523","1997/1998","1S",36,26,26,"DEEC"
"EC570","1996/1997","2S",45,34,33,"DEC"
"PRODEI021","2007/2008","2S",,,,""
"EQ528","1996/1997","2S",10,9,9,"DEQ"
"EQ516","1996/1997","2S",,,,"DEQ"
"EM402","1996/1997","2S",148,98,66,"DEMEGI"
"GEI211","1998/1999","1S",31,28,27,"DEMEGI"
"EC581","1996/1997","1S",62,60,59,"DEC"
"EM201","1994/1995","A",302,300,108,"DEMEGI"
"MEST311","2001/2002","3T",,,,""
"EEC3225","1997/1998","2S",57,35,27,"DEEC"
"EEC433","1997/1998","1S",32,24,24,"DEEC"
"EEC521","1996/1997","2S",26,23,23,"DEEC"
"PRODEI023","2007/2008","2S",,,,""
"PRODEI024","2007/2008","B",,,,""
"EC2210","1998/1999","2S",248,200,131,"DEC"
"EC226","1998/1999","12",,,,"DEC"
"EC227","1998/1999","12",,,,"DEC"
"EC228","1998/1999","12",,,,"DEC"
"EC229","1998/1999","12",,,,"DEC"
"EC230","1998/1999","12",,,,"DEC"
"EC231","1998/1999","12",,,,"DEC"
"EC232","1998/1999","12",,,,"DEC"
"EC233","1998/1999","12",,,,"DEC"
"EC300","1998/1999","12",,,,"DEC"
"EC301","1998/1999","12",,,,"DEC"
"EC302","1998/1999","12",,,,"DEC"
"EC303","1998/1999","12",,,,"DEC"
"EC308","1998/1999","12",,,,"DEC"
"EC309","1998/1999","12",,,,"DEC"
"EC310","1998/1999","12",,,,"DEC"
"GEI101","1997/1998","1S",,,,"DEMEGI"
"GEI100","1996/1997","1S",,,,"DEMEGI"
"GEI100","1997/1998","1S",,,,"DEMEGI"
"GEI105","1996/1997","1S",34,30,28,"DEMEGI"
"GEI105","1997/1998","1S",36,33,30,"DEMEGI"
"EC589","1996/1997","2S",70,63,62,"DEC"
"EEC2205","1997/1998","2S",308,207,180,"DEEC"
"EEC3241","1998/1999","2S",41,38,38,"DEEC"
"EQ305","1996/1997","2S",98,82,43,"DEQ"
"EEC210","1997/1998","2S",471,304,213,"DEEC"
"EEC3225","1999/2000","2S",61,50,49,"DEEC"
"EQ100","1996/1997","1S",79,74,55,"DEQ"
"EC442","1996/1997","2S",152,127,110,"DEC"
"EEC471","1996/1997","2S",5,5,5,"DEEC"
"EEC301","1996/1997","1S",319,188,140,"DEEC"
"EEC420","1997/1998","1S",38,33,32,"DEEC"
"MPPAU1100","1997/1998","1S",10,9,9,""
"MPPAU1110","1997/1998","1S",9,,,""
"EC5152","1997/1998","1S",20,19,18,"DEC"
"EEC3170","1997/1998","2S",41,20,15,"DEEC"
"EEC3171","1997/1998","2S",34,27,20,"DEEC"
"EEC3172","1997/1998","2S",10,7,6,"DEEC"
"EEC2308","1997/1998","2S",182,118,113,"DEEC"
"EIC1202","1997/1998","2S",71,58,51,""
"EM114","1998/1999","1S",174,139,107,"DEMEGI"
"EM307","1997/1998","2S",160,133,77,"DEMEGI"
"EM401","1998/1999","1S",118,107,104,"DEMEGI"
"EEC528","1996/1997","1S",6,5,5,"DEEC"
"EEC543","1996/1997","2S",29,24,23,"DEEC"
"EEC1102","1997/1998","1S",333,234,165,"DEEC"
"EEC1103","1997/1998","1S",436,380,359,"DEEC"
"EEC1105","1997/1998","12",231,197,176,"DEEC"
"EEC1205","1997/1998","2S",278,188,133,"DEEC"
"EEC2101","1997/1998","1S",307,191,90,"DEEC"
"EEC2102","1997/1998","1S",297,187,94,"DEEC"
"EM507","1996/1997","2S",29,21,20,"DEMEGI"
"EC597","1996/1997","1S",6,6,6,"DEC"
"EEC103","1996/1997","1S",244,198,147,"DEEC"
"EM410","1997/1998","2S",99,91,88,"DEMEGI"
"EM523","1997/1998","2S",7,6,6,"DEMEGI"
"EEC304","1996/1997","1S",285,229,186,"DEEC"
"EEC523","1996/1997","1S",55,42,39,"DEEC"
"EEC532","1996/1997","2S",8,7,7,"DEEC"
"EEC531","1996/1997","2S",55,48,47,"DEEC"
"EQ104","1996/1997","1S",88,69,57,"DEMEGI"
"EQ105","1996/1997","2S",83,74,62,"DEQ"
"EQ106","1996/1997","2S",129,105,96,"DEQ"
"EQ206","1996/1997","2S",142,91,56,"DEQ"
"EQ207","1996/1997","2S",101,101,60,"DEQ"
"EQ208","1996/1997","2S",134,134,77,"DEQ"
"EEC202","1997/1998","1S",336,242,169,"DEEC"
"EIC5102","1999/2000","1S",36,34,34,"DEMEGI"
"MEEC2020","1999/2000","2S",,,,"DEEC"
"EIC4203","1999/2000","2S",51,50,50,""
"MEEC1009","1996/1997","1S",,,,"DEEC"
"MEEC1010","1996/1997","2S",18,15,15,"DEEC"
"MEEC1012","1996/1997","1S",13,12,12,"DEEC"
"MEEC1013","1996/1997","1S",3,2,2,"DEEC"
"MEEC1018","1996/1997","2S",1,1,,"DEEC"
"EM554","1995/1996","2S",13,10,10,"DEMEGI"
"EM553","1995/1996","2S",23,17,17,"DEMEGI"
"MEEC1031","1996/1997","1S",1,1,1,"DEEC"
"MEEC1032","1996/1997","1S",7,3,3,"DEEC"
"MEEC1034","1996/1997","1S",,,,"DEEC"
"MEEC1035","1996/1997","1S",15,13,12,"DEEC"
"MEEC1037","1996/1997","1S",4,3,3,"DEEC"
"MEEC1039","1996/1997","1S",,,,"DEEC"
"MEEC1041","1996/1997","1S",,,,"DEEC"
"MEEC1042","1996/1997","1S",7,6,6,"DEEC"
"EM541","1995/1996","A",15,14,14,"DEMEGI"
"EMI326","1997/1998","2S",9,8,8,"DEM"
"MEMT103","1997/1998","2S",,,,"DEMM"
"EM524","1995/1996","1S",14,9,9,"DEMEGI"
"GEI510","1998/1999","2S",,,,"DEMEGI"
"EM551","1995/1996","2S",24,19,19,"DEMEGI"
"MEEC2051","1996/1997","2S",4,2,2,"DEEC"
"MEEC2052","1996/1997","12",,,,"DEEC"
"MEEC2053","1996/1997","12",4,3,3,"DEEC"
"MEEC2054","1996/1997","2S",,,,"DEEC"
"MEEC2056","1996/1997","12",7,6,6,"DEEC"
"EM507","1995/1996","2S",26,19,19,"DEMEGI"
"EIC2103","1996/1997","1S",60,48,40,""
"EQ411","1996/1997","1S",25,22,21,"DEQ"
"MEMT101","1997/1998","1S",,,,"DEMM"
"MET1104","1997/1998","1S",,,,""
"MET2109","1997/1998","2S",,,,""
"MET1103","1997/1998","1S",,,,""
"MET1101","1997/1998","1S",,,,""
"MEPQ1107","1997/1998","1S",,,,""
"MEPQ2108","1997/1998","2S",,,,""
"GEI307","1996/1997","2S",35,31,23,"DEMEGI"
"GEI307","1997/1998","2S",34,27,24,"DEMEGI"
"MEEC2004","1996/1997","2S",18,13,13,"DEEC"
"MEEC2005","1996/1997","2S",3,3,3,"DEEC"
"MEEC2006","1996/1997","2S",8,5,5,"DEEC"
"MEEC2007","1996/1997","2S",6,4,4,"DEEC"
"GEI404","1997/1998","1S",26,22,21,"DEMEGI"
"GEI405","1996/1997","2S",25,19,19,"DEMEGI"
"EM103","1995/1996","2S",179,122,104,"DEMEGI"
"GEI407","1996/1997","2S",27,20,19,"DEMEGI"
"EM105","1995/1996","1S",175,153,107,"DEMEGI"
"EM106","1995/1996","2S",292,192,114,"DEMEGI"
"EM107","1995/1996","2S",141,119,119,"DEMEGI"
"GEI409","1996/1997","2S",25,21,21,"DEMEGI"
"GEI409","1997/1998","2S",33,27,27,"DEMEGI"
"GEI411","1996/1997","2S",28,24,24,"DEMEGI"
"GEI506","1999/2000","1S",29,27,27,"DEMEGI"
"EM526","1995/1996","A",14,11,11,"DEMEGI"
"EM539","1995/1996","2S",24,17,16,"DEMEGI"
"EMI105","1997/1998","1S",22,15,9,"DEMEGI"
"EMI303","1997/1998","1S",20,15,8,"DEM"
"EMI320","1997/1998","2S",7,5,5,"DEM"
"EMI526","1997/1998","2S",10,9,9,"DEM"
"EM525","1995/1996","2S",12,7,7,"DEMEGI"
"EM508","1995/1996","1S",29,22,22,"DEMEGI"
"MPPAU2200","1997/1998","2S",10,9,8,""
"GEI206","1997/1998","1S",38,33,27,"DEMEGI"
"GEI210","1996/1997","2S",30,19,17,"DEMEGI"
"GEI210","1997/1998","2S",42,42,30,"DEMEGI"
"GEI204","1996/1997","2S",33,24,22,"DEMEGI"
"GEI410","1996/1997","1S",25,22,22,"DEMEGI"
"GEI204","1997/1998","2S",36,31,29,"DEMEGI"
"EMI206","1998/1999","2S",13,12,8,"DEM"
"EMI208","1998/1999","2S",,,,"DEM"
"GEI207","1996/1997","2S",40,32,29,"DEMEGI"
"GEI208","1996/1997","2S",50,37,25,"DEMEGI"
"MEM119","1997/1998","A",12,11,11,"DEMEGI"
"MEM127","1997/1998","A",,,,"DEMEGI"
"MEM141","1997/1998","A",5,5,5,"DEMEGI"
"MEM151","1997/1998","A",,,,"DEMEGI"
"MEM103","1997/1998","1T",17,16,13,"DEMEGI"
"MEM112","1997/1998","A",5,4,4,"DEMEGI"
"EEC104","1997/1998","1S",6,2,2,"DEEC"
"MCE101","1997/1998","1S",,,,"DEC"
"EC223","1997/1998","1S",,,,"DEC"
"GEI208","1997/1998","2S",52,30,21,"DEMEGI"
"GEI206","1998/1999","1S",38,33,29,"DEMEGI"
"GEI300","1996/1997","A",28,23,20,"DEMEGI"
"MEM137","1997/1998","A",7,6,6,"DEMEGI"
"MTM102","1997/1998","1S",12,10,10,"DEEC"
"MTM111","1997/1998","2S",6,5,5,"DEEC"
"CPGEA302","1997/1998","A",9,9,9,""
"CPGES308","1997/1998","A",1,1,1,""
"MPPAU1102","1997/1998","A",,,,""
"MPPAU1104","1997/1998","1S",9,8,8,""
"MPPAU1105","1997/1998","1S",10,9,8,""
"MPPAU2202","1997/1998","2S",10,9,9,""
"MPPAU2203","1997/1998","A",,,,""
"MPPAU2204","1997/1998","A",,,,""
"MPPAU2205","1997/1998","2S",9,8,8,""
"MPPAU2206","1997/1998","2S",9,8,8,""
"MPPAU2209","1997/1998","2S",,,,""
"MPPAU2210","1997/1998","2S",9,8,7,""
"MPPAU2211","1997/1998","2S",,,,""
"MPPAU2212","1997/1998","A",,,,""
"MEA204","1997/1998","A",,,,""
"MEA406","1997/1998","A",2,2,2,""
"CPGEA101","1997/1998","A",15,13,13,""
"CPGEA103","1997/1998","A",,,,""
"CPGEA105","1997/1998","A",15,13,13,""
"CPGEA107","1997/1998","A",15,15,15,""
"CPGEA200","1997/1998","A",,,,""
"CPGEA201","1997/1998","A",,,,""
"CPGEA202","1997/1998","A",,,,""
"CPGEA204","1997/1998","A",,,,""
"CPGEA205","1997/1998","A",15,14,14,""
"CPGEA206","1997/1998","A",15,14,14,""
"CPGEA208","1997/1998","A",15,15,14,""
"CPGEA209","1997/1998","A",8,8,5,""
"EM202","1995/1996","1S",297,169,92,"DEMEGI"
"EEC515","1998/1999","1S",1,1,1,"DEEC"
"EEC517","1997/1998","1S",41,37,37,"DEEC"
"EEC517","1998/1999","1S",8,6,5,"DEEC"
"MEB105","2007/2008","2S",,,,""
"MEB204","2007/2008","2S",,,,""
"GEI303","1996/1997","A",31,21,20,"DEMEGI"
"GEI303","1997/1998","A",34,24,23,"DEMEGI"
"GEI509","1997/1998","2S",1,1,1,"DEMEGI"
"MEEC1001","1996/1997","2S",,,,"DEEC"
"MEEC1002","1996/1997","1S",,,,"DEEC"
"MEEC1004","1996/1997","1S",14,11,11,"DEMEGI"
"EEC3161","1997/1998","2S",8,7,2,"DEEC"
"EC5102","1997/1998","1S",60,57,54,"DEC"
"EEC4225","1998/1999","2S",9,5,5,"DEEC"
"EM301","1995/1996","A",,,,"DEMEGI"
"EM302","1995/1996","1S",249,156,102,"DEMEGI"
"CPGEA300","1997/1998","A",,,,""
"CPGEA301","1997/1998","A",,,,""
"CPGEA304","1997/1998","A",,,,""
"CPGEA306","1997/1998","A",15,14,14,""
"CPGEA307","1997/1998","A",,,,""
"CPGEA309","1997/1998","A",,,,""
"CPGEA400","1997/1998","A",15,10,10,""
"CPGEA401","1997/1998","A",,,,""
"CPGEA403","1997/1998","A",6,6,6,""
"CPGEA404","1997/1998","A",1,,,""
"CPGEA405","1997/1998","A",,,,""
"CPGEA406","1997/1998","A",,,,""
"CPGEA409","1997/1998","A",,,,""
"CPGES201","1997/1998","A",1,1,1,""
"CPGES304","1997/1998","A",,,,""
"CPGES103","1997/1998","A",1,1,1,""
"CPGES300","1997/1998","A",1,1,1,""
"CPGES206","1997/1998","A",,,,""
"CPGES301","1997/1998","A",1,,,""
"CPGES102","1997/1998","A",1,1,1,""
"CPGES204","1997/1998","A",,,,""
"CPGES100","1997/1998","A",,,,""
"CPGES101","1997/1998","12",1,1,1,""
"CPGES203","1997/1998","A",1,1,1,""
"EC442","1997/1998","2S",,,,"DEC"
"EC440","1997/1998","2S",,,,"DEC"
"EC329","1997/1998","2S",,,,"DEC"
"EC587","1997/1998","2S",,,,"DEC"
"MTM101","1997/1998","1S",12,11,11,"DEEC"
"MTM103","1997/1998","1S",12,10,10,"DEEC"
"MTM107","1997/1998","2S",12,10,10,"DEEC"
"MTM108","1997/1998","2S",2,,,"DEEC"
"MEPQ1115","1997/1998","1S",,,,""
"MEPQ2117","1997/1998","2S",,,,""
"MEB205","2007/2008","2S",,,,""
"EQ205","1997/1998","1S",185,163,112,"DEQ"
"EC102","1997/1998","1S",,,,"DEC"
"EC108","1997/1998","2S",,,,"DEC"
"EC206","1997/1998","2S",,,,"DEC"
"EC304","1997/1998","1S",,,,"DEC"
"EC331","1997/1998","2S",,,,"DEC"
"EC402","1997/1998","2S",,,,"DEC"
"EC441","1997/1998","2S",,,,"DEC"
"EC518","1997/1998","1S",,,,"DEC"
"EC546","1997/1998","1S",,,,"DEC"
"EC559","1997/1998","1S",,,,"DEC"
"EC589","1997/1998","2S",,,,"DEC"
"EC623","1997/1998","1S",,,,"DEC"
"EC629","1997/1998","1S",,,,"DEC"
"EM526","1997/1998","A",,,,"DEMEGI"
"EM532","1997/1998","1S",,,,"DEMEGI"
"EM541","1997/1998","A",,,,"DEMEGI"
"EM552","1997/1998","2S",,,,"DEMEGI"
"EM515","1997/1998","A",11,8,8,"DEMEGI"
"EM501","1997/1998","1S",27,24,23,"DEMEGI"
"EM505","1997/1998","1S",24,22,22,"DEMEGI"
"MEB105","1997/1998","1S",,,,""
"MEMI202","1997/1998","A",,,,"DEM"
"MEMI211","1997/1998","A",,,,"DEM"
"MEMI103","1997/1998","A",,,,"DEM"
"EIC4100","1997/1998","1S",32,32,32,"DEEC"
"EIC4101","1997/1998","1S",32,32,31,"DEEC"
"EIC4102","1997/1998","1S",29,26,26,""
"EIC4103","1997/1998","1S",31,31,31,""
"EIC4104","1997/1998","1S",28,28,27,""
"EIC4105","1997/1998","1S",33,33,29,"DEEC"
"EIC4200","1997/1998","2S",31,19,10,""
"EIC4201","1997/1998","2S",32,29,29,"DEMEGI"
"EIC4202","1997/1998","2S",33,29,28,""
"EIC4203","1997/1998","2S",31,29,27,""
"EIC4204","1997/1998","2S",19,19,19,""
"EIC4205","1997/1998","2S",33,30,30,""
"EIC4206","1997/1998","2S",14,12,11,""
"EMG1106","1997/1998","1S",38,22,16,"DEEC"
"EMG1102","1997/1998","1S",38,24,17,"DEEC"
"EIC1101","1996/1997","1S",81,68,57,"DEEC"
"EEC3142","1997/1998","1S",78,73,34,"DEEC"
"EM405","1997/1998","2S",129,95,86,"DEMEGI"
"EC5206","1997/1998","2S",68,64,62,"DEC"
"EM407","1997/1998","2S",127,106,97,"DEMEGI"
"EM408","1997/1998","2S",172,123,107,"DEMEGI"
"EM520","1997/1998","2S",21,17,17,"DEMEGI"
"EM549","1997/1998","1S",7,6,6,"DEMEGI"
"EMI520","1997/1998","1S",10,9,7,"DEM"
"EMI525","1997/1998","2S",11,7,7,"DEM"
"EM203","1995/1996","1S",419,213,100,"DEMEGI"
"EM204","1995/1996","1S",301,202,131,"DEMEGI"
"GEI503","1996/1997","1S",30,27,26,"DEMEGI"
"GEI503","1997/1998","1S",28,21,20,"DEMEGI"
"MPPAU1109","1997/1998","1S",10,9,8,""
"MEMT125","1997/1998","1S",,,,"DEMM"
"EM226","1997/1998","2S",316,175,144,"DEMEGI"
"MEB103","1997/1998","1S",1,,,""
"EM302","1997/1998","1S",292,167,78,"DEMEGI"
"EM208","1997/1998","2S",360,165,74,"DEMEGI"
"MEM111","1997/1998","A",4,3,3,"DEMEGI"
"MEM147","1997/1998","A",,,,"DEMEGI"
"MET2106","1997/1998","2S",,,,""
"MPPAU2201","1997/1998","2S",10,9,9,""
"EEC452","1997/1998","2S",63,44,41,"DEEC"
"EMI209","1997/1998","2S",49,25,18,"DEM"
"EMI315","1997/1998","1S",7,6,6,"DEM"
"EMI324","1997/1998","1S",,,,"DEMEGI"
"EMI415","1997/1998","1S",9,8,5,"DEM"
"EMI511","1997/1998","1S",16,16,13,"DEM"
"EQ504","1997/1998","1S",9,9,9,"DEQ"
"EMI511","2002/2003","1S",1,,,""
"EMI515","2002/2003","2S",3,2,2,""
"GEI401","1996/1997","1S",26,21,16,"DEMEGI"
"EM102","1995/1996","A",,,,"DEMEGI"
"EM104","1995/1996","1S",186,158,142,"DEMEGI"
"EIC1203","1996/1997","2S",88,60,55,""
"GEI410","1997/1998","1S",25,25,25,"DEMEGI"
"EM108","1995/1996","2S",195,164,114,"DEMEGI"
"EIC2101","1996/1997","1S",51,47,38,"DEM"
"GEI506","1996/1997","1S",26,21,20,"DEMEGI"
"GEI306","1996/1997","1S",34,28,24,"DEMEGI"
"GEI306","1997/1998","1S",32,27,25,"DEMEGI"
"EC1208","1998/1999","2S",300,215,157,"DEC"
"EC121","1998/1999","12",,,,"DEC"
"EC122","1998/1999","12",,,,"DEC"
"EC123","1998/1999","12",,,,"DEC"
"EC124","1998/1999","12",,,,"DEC"
"EEC2204","1997/1998","2S",278,183,154,"DEEC"
"EIC1205","1996/1997","2S",71,67,61,"DEEC"
"GEI203","1997/1998","1S",34,24,21,"DEMEGI"
"GEI205","1996/1997","1S",47,24,20,"DEMEGI"
"GEI205","1997/1998","1S",53,35,30,"DEMEGI"
"GEI505","1996/1997","1S",27,23,23,"DEMEGI"
"GEI505","1997/1998","1S",22,20,20,"DEMEGI"
"MEA206","1997/1998","A",26,25,25,""
"MEA309","1997/1998","A",1,,,""
"MEA306","1997/1998","A",20,20,20,""
"EEC200","1997/1998","1S",20,6,4,"DEEC"
"EEC201","1997/1998","1S",46,28,18,"DEEC"
"EEC421","1997/1998","2S",47,41,41,"DEEC"
"EEC207","1997/1998","2S",47,21,16,"DEEC"
"EEC208","1997/1998","2S",32,12,10,"DEEC"
"EEC211","1997/1998","2S",23,15,13,"DEEC"
"EEC212","1997/1998","2S",17,9,7,"DEEC"
"EEC449","1997/1998","2S",,,,"DEEC"
"EEC512","1997/1998","A",42,40,39,"DEEC"
"EEC500","1997/1998","A",71,67,67,"DEEC"
"EEC423","1997/1998","1S",,,,"DEEC"
"EEC206","1997/1998","1S",1,,,"DEEC"
"GEI506","1997/1998","1S",24,22,22,"DEMEGI"
"GEI504","1996/1997","1S",24,21,21,"DEMEGI"
"GEI504","1997/1998","1S",23,22,22,"DEMEGI"
"MEM114","1997/1998","A",8,8,8,"DEMEGI"
"MEM110","1997/1998","A",7,5,4,"DEMEGI"
"EEC436","1997/1998","2S",71,32,28,"DEEC"
"EEC413","1997/1998","2S",44,42,42,"DEEC"
"EEC305","1997/1998","1S",17,7,4,"DEEC"
"EEC209","1997/1998","2S",17,10,9,"DEEC"
"EEC109","1997/1998","2S",167,68,58,"DEEC"
"EEC101","1997/1998","1S",6,6,6,"DEEC"
"EEC310","1997/1998","2S",28,13,8,"DEEC"
"MCE110","1997/1998","2S",,,,"DEC"
"MCE103","1997/1998","1S",,,,"DEC"
"MCE114","1997/1998","2S",,,,"DEC"
"EIC5100","1999/2000","1S",33,31,31,""
"CPGEE2056","1999/2000","12",2,2,2,""
"CPGEE2074","1999/2000","12",2,2,2,""
"CPGEE2075","1999/2000","12",,,,""
"CPGEE2054","1999/2000","12",3,3,1,""
"CPGEE2079","1999/2000","12",,,,""
"CPGEE2080","1999/2000","12",,,,""
"CPGEE2081","1999/2000","12",,,,""
"CPGEE2084","1999/2000","12",,,,""
"EQ308","1996/1997","2S",231,88,59,"DEQ"
"EQ420","1996/1997","2S",21,20,20,"DEQ"
"GEI411","1997/1998","2S",30,25,25,"DEMEGI"
"EMI112","1996/1997","1S",38,31,21,"DEEC"
"MEA105","1997/1998","A",27,22,22,""
"MEA401","1997/1998","A",6,,,""
"MEA107","1997/1998","A",30,25,25,""
"MEA407","1997/1998","A",23,22,22,""
"MEA205","1997/1998","A",30,28,26,""
"MEA203","1997/1998","A",32,26,26,""
"MEA106","1997/1998","A",21,21,21,""
"MEA101","1997/1998","A",29,26,26,""
"MEA209","1997/1998","A",16,13,12,""
"MEA408","1997/1998","A",,,,""
"MEA200","1997/1998","A",,,,""
"MEA202","1997/1998","A",,,,""
"MEA102","1997/1998","A",,,,""
"MEA305","1997/1998","A",11,9,9,""
"MEA409","1997/1998","A",,,,""
"MEA302","1997/1998","A",16,16,15,""
"GEI302","1997/1998","A",30,27,26,"DEMEGI"
"EMG1201","1997/1998","2S",38,18,12,"DEEC"
"EMG1204","1997/1998","2S",38,26,14,"DEM"
"EMG1105","1997/1998","1S",38,23,13,"DEMEGI"
"EMG1205","1997/1998","2S",38,17,12,"DEMEGI"
"EMG1103","1997/1998","1S",38,22,15,"DEM"
"EMG1202","1997/1998","2S",38,17,10,"DEM"
"EMG1203","1997/1998","2S",36,16,12,"DEQ"
"EMG1001","1997/1998","A",38,20,17,"DEM"
"EEC451","1997/1998","2S",51,40,39,"DEEC"
"EEC503","1997/1998","1S",52,48,47,"DEEC"
"EQ514","1997/1998","2S",16,15,15,"DEQ"
"EC561","1997/1998","2S",,,,"DEC"
"EC134","1997/1998","2S",,,,"DEC"
"EC607","1997/1998","1S",,,,"DEC"
"EC619","1997/1998","2S",,,,"DEC"
"EC617","1997/1998","2S",,,,"DEC"
"EC574","1997/1998","1S",,,,"DEC"
"GEI301","1996/1997","A",35,33,32,"DEMEGI"
"GEI301","1997/1998","A",25,24,19,"DEMEGI"
"EEC511","1997/1998","2S",60,60,60,"DEEC"
"EQ419","1996/1997","2S",11,11,10,"DEQ"
"EQ418","1996/1997","2S",24,22,21,"DEQ"
"GEI401","1997/1998","1S",36,23,20,"DEMEGI"
"GEI403","1996/1997","1S",23,22,20,"DEMEGI"
"GEI403","1997/1998","1S",26,16,16,"DEMEGI"
"MEEC2008","1996/1997","2S",13,12,12,"DEEC"
"MEEC2010","1996/1997","2S",7,5,5,"DEEC"
"EIC3105","1996/1997","1S",37,36,34,""
"GEI111","1997/1998","2S",41,32,28,"DEMEGI"
"GEI108","1996/1997","2S",56,37,32,"DEMEGI"
"GEI108","1997/1998","2S",52,32,20,"DEMEGI"
"GEI406","1997/1998","2S",31,23,22,"DEMEGI"
"MEEC2074","1996/1997","1S",22,21,21,"DEEC"
